PR ID,PR URL,Final Pattern,Final Sub Pattern,Label Source
3215138589,https://github.com/jxxghp/MoviePilot/pull/4579,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3215330137,https://github.com/nnstreamer/nntrainer/pull/3312,I/O and Synchronization,Enable Multi-threading,manual_review
3216548273,https://github.com/mochilang/mochi/pull/6882,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,manual_review
3216588034,https://github.com/mochilang/mochi/pull/6900,Control-Flow and Branching Optimizations,Rearranging for early return,manual_review
3216964251,https://github.com/mochilang/mochi/pull/7004,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3217652543,https://github.com/gmathi/NovelLibrary/pull/244,Build & Compilation & Infrastructure Optimization,Enable Build-Time Optimizations,manual_review
3217675934,https://github.com/gmathi/NovelLibrary/pull/246,Build & Compilation & Infrastructure Optimization,Enable Build-Time Optimizations,manual_review
3217742863,https://github.com/gmathi/NovelLibrary/pull/247,Multiple Changes,,manual_review
3217758395,https://github.com/mochilang/mochi/pull/7113,No Meaningful Change or Not Performance PR,,manual_review
3217761016,https://github.com/mochilang/mochi/pull/7115,No Meaningful Change or Not Performance PR,,manual_review
3217766297,https://github.com/mochilang/mochi/pull/7119,Control-Flow and Branching Optimizations,Rearranging for early return,manual_review
3218234090,https://github.com/mochilang/mochi/pull/7196,Build & Compilation & Infrastructure Optimization,Reduce rebuilding size,manual_review
3218343296,https://github.com/mochilang/mochi/pull/7207,No Meaningful Change or Not Performance PR,,manual_review
3218429525,https://github.com/mochilang/mochi/pull/7246,No Meaningful Change or Not Performance PR,,manual_review
3219158589,https://github.com/mochilang/mochi/pull/7367,Code Smells and Structural Simplification,Remove Unnecessary Method Calls,llm_agreement
3219696751,https://github.com/dotnet/aspnetcore/pull/62661,Memory and Data Locality Optimizations,Caching,manual_review
3219981823,https://github.com/zws-im/zws/pull/856,Control-Flow and Branching Optimizations,Combining branches,manual_review
3220396620,https://github.com/cschleiden/go-workflows/pull/388,I/O and Synchronization,Concurrency Control / Rate Limiting,llm_agreement
3220735806,https://github.com/bolna-ai/bolna/pull/226,Memory and Data Locality Optimizations,Caching,llm_agreement
3220760486,https://github.com/jniebuhr/gaggimate/pull/299,Memory and Data Locality Optimizations,Optimize Object Use,llm_agreement
3222683231,https://github.com/mochilang/mochi/pull/7751,Memory and Data Locality Optimizations,Optimize Object Use,llm_agreement
3223908947,https://github.com/mochilang/mochi/pull/7854,Control-Flow and Branching Optimizations,Rearranging for early return,manual_review
3224713270,https://github.com/langchain-ai/langchain/pull/31987,Code Smells and Structural Simplification,Remove code bloat by removing optional features,llm_agreement
3224827777,https://github.com/mochilang/mochi/pull/7897,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3225788754,https://github.com/Rello/audioplayer/pull/611,Memory and Data Locality Optimizations,Caching,llm_agreement
3226144762,https://github.com/epicweb-dev/epicshop/pull/268,Memory and Data Locality Optimizations,Caching,llm_agreement
3226180108,https://github.com/stanford-crfm/levanter/pull/1056,Build & Compilation & Infrastructure Optimization,Compiler Optimization Hints/Directives,manual_review
3226639011,https://github.com/mediar-ai/terminator/pull/201,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3227169343,https://github.com/mochilang/mochi/pull/8629,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3227405736,https://github.com/mochilang/mochi/pull/8664,Code Smells and Structural Simplification,Remove Unnecessary Method Calls,manual_review
3233988388,https://github.com/stanford-crfm/levanter/pull/1065,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3234031765,https://github.com/stanford-crfm/levanter/pull/1066,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,manual_review
3235100943,https://github.com/buger/probe/pull/56,Memory and Data Locality Optimizations,Optimize Object Use,llm_agreement
3235179464,https://github.com/microsoft/testfx/pull/6060,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3238396793,https://github.com/mochilang/mochi/pull/9165,Control-Flow and Branching Optimizations,Rearranging for early return,manual_review
3238582253,https://github.com/mochilang/mochi/pull/9213,No Meaningful Change or Not Performance PR,,manual_review
3238674493,https://github.com/mochilang/mochi/pull/9244,No Meaningful Change or Not Performance PR,,manual_review
3238720815,https://github.com/mochilang/mochi/pull/9252,No Meaningful Change or Not Performance PR,,manual_review
3238723742,https://github.com/mochilang/mochi/pull/9253,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,manual_review
3238737226,https://github.com/mochilang/mochi/pull/9260,Code Smells and Structural Simplification,Remove Unnecessary Method Calls,manual_review
3238739331,https://github.com/mochilang/mochi/pull/9262,No Meaningful Change or Not Performance PR,,manual_review
3239263606,https://github.com/tldraw/tldraw/pull/6472,Memory and Data Locality Optimizations,Use Smaller Data Types,llm_agreement
3239403987,https://github.com/mochilang/mochi/pull/9329,No Meaningful Change or Not Performance PR,,manual_review
3239561220,https://github.com/parse-community/parse-dashboard/pull/2920,Memory and Data Locality Optimizations,Caching,llm_agreement
3240006620,https://github.com/onflow/flow-go/pull/7598,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3240460340,https://github.com/mochilang/mochi/pull/9410,Control-Flow and Branching Optimizations,Rearranging for early return,manual_review
3240593081,https://github.com/Doriandarko/make-it-heavy/pull/9,I/O and Synchronization,Non-Blocking I/O,manual_review
3241057566,https://github.com/vllm-project/vllm/pull/21146,Build & Compilation & Infrastructure Optimization,Compiler Optimization Hints/Directives,manual_review
3241523087,https://github.com/doodlum/skyrim-community-shaders/pull/1281,Memory and Data Locality Optimizations,Caching,llm_agreement
3241690700,https://github.com/mochilang/mochi/pull/9435,Code Smells and Structural Simplification,Remove Unnecessary Method Calls,llm_agreement
3241691177,https://github.com/mochilang/mochi/pull/9436,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3241695471,https://github.com/mochilang/mochi/pull/9440,No Meaningful Change or Not Performance PR,,manual_review
3241758610,https://github.com/mochilang/mochi/pull/9484,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,manual_review
3242128024,https://github.com/mochilang/mochi/pull/9492,Code Smells and Structural Simplification,Remove Unnecessary Method Calls,llm_agreement
3242396116,https://github.com/mochilang/mochi/pull/9550,No Meaningful Change or Not Performance PR,,manual_review
3242666013,https://github.com/ohcnetwork/care_fe/pull/12979,Code Smells and Structural Simplification,Remove duplicate code,manual_review
3245509530,https://github.com/mochilang/mochi/pull/10318,No Meaningful Change or Not Performance PR,,manual_review
3245861239,https://github.com/mochilang/mochi/pull/10448,No Meaningful Change or Not Performance PR,,manual_review
3245892725,https://github.com/mochilang/mochi/pull/10497,No Meaningful Change or Not Performance PR,,manual_review
3245899488,https://github.com/mochilang/mochi/pull/10505,Control-Flow and Branching Optimizations,Rearranging branches,manual_review
3245927515,https://github.com/mochilang/mochi/pull/10515,No Meaningful Change or Not Performance PR,,manual_review
3245957050,https://github.com/mochilang/mochi/pull/10525,No Meaningful Change or Not Performance PR,,manual_review
3245970844,https://github.com/mochilang/mochi/pull/10557,No Meaningful Change or Not Performance PR,,manual_review
3246099511,https://github.com/Rello/audioplayer/pull/634,Code Smells and Structural Simplification,Remove duplicate code,manual_review
3246105987,https://github.com/Rello/analytics/pull/522,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3246117305,https://github.com/mochilang/mochi/pull/10727,Algorithm-Level Optimizations,Select Algorithm Based on Instruction Speed,llm_agreement
3246122368,https://github.com/Stirling-Tools/Stirling-PDF/pull/3992,I/O and Synchronization,Concurrency Control / Rate Limiting,llm_agreement
3246158661,https://github.com/MihaiCristianCondrea/Smart-Cleaner-for-Android/pull/212,I/O and Synchronization,Non-Blocking I/O,manual_review
3246365675,https://github.com/mochilang/mochi/pull/10824,Loop Transformations,Loop Invariant Branches,manual_review
3246418740,https://github.com/mochilang/mochi/pull/10854,Code Smells and Structural Simplification,Remove Unnecessary Method Calls,llm_agreement
3246432388,https://github.com/mochilang/mochi/pull/10855,No Meaningful Change or Not Performance PR,,manual_review
3250089415,https://github.com/buffdb/buffdb/pull/26,Memory and Data Locality Optimizations,Optimize Object Use,llm_agreement
3250286583,https://github.com/mochilang/mochi/pull/11614,Code Smells and Structural Simplification,Remove code bloat by removing optional features,llm_agreement
3250477735,https://github.com/numbagg/numbagg/pull/397,Memory and Data Locality Optimizations,Improve cache locality - temporal locality,llm_agreement
3252596861,https://github.com/mochilang/mochi/pull/11961,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3253657829,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3666,I/O and Synchronization,Polling,llm_agreement
3253809004,https://github.com/bruin-data/bruin/pull/932,Code Smells and Structural Simplification,Remove Unnecessary Method Calls,llm_agreement
3254647682,https://github.com/JuliaLang/julia/pull/59071,Algorithm-Level Optimizations,Select Algorithm Based on Instruction Speed,manual_review
3257571628,https://github.com/MihaiCristianCondrea/Smart-Cleaner-for-Android/pull/219,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3257665431,https://github.com/MihaiCristianCondrea/Smart-Cleaner-for-Android/pull/220,Data Structure Selection and Adaptation,Darwinian Data Structure Selection,manual_review
3258539679,https://github.com/CarGuo/gsy_github_app_flutter/pull/913,Memory and Data Locality Optimizations,Optimize Object Use,llm_agreement
3261822593,https://github.com/mochilang/mochi/pull/12900,No Meaningful Change or Not Performance PR,,manual_review
3262412016,https://github.com/microsoft/testfx/pull/6162,Memory and Data Locality Optimizations,Optimize Object Use,llm_agreement
3262845265,https://github.com/mochilang/mochi/pull/13057,Algorithm-Level Optimizations,Select Algorithm Based on Instruction Speed,llm_agreement
3262865664,https://github.com/mochilang/mochi/pull/13059,Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,llm_agreement
3262887238,https://github.com/mochilang/mochi/pull/13066,Algorithm-Level Optimizations,Select Algorithm Based on Instruction Speed,llm_agreement
3263278811,https://github.com/mochilang/mochi/pull/13145,No Meaningful Change or Not Performance PR,,manual_review
3264767865,https://github.com/stanford-crfm/levanter/pull/1102,Memory and Data Locality Optimizations,Buffering,llm_agreement
3265736885,https://github.com/hmislk/hmis/pull/14205,Memory and Data Locality Optimizations,Caching,manual_review
3267289370,https://github.com/mochilang/mochi/pull/13905,No Meaningful Change or Not Performance PR,,manual_review
